"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Dispatch Work Crew","GARRISON BLVD & GRANTLEY RD","BALTIMORE","FORESTR2","Forestry Fallen Limb","2014-11-16T12:13:57.000","2014-11-17T12:13:57.000","HANLON-LONGWOOD","No Cause For Action","14-00863355","MD","CLOSED","2014-11-18T10:19:40.000","2014-11-18T10:19:00.000","21216",-76.6822591,39.3252895
"Dispatch Work Crew","800 S PACA ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-12T17:00:15.000","2014-11-13T17:00:15.000","WASHINGTON VILLAGE","Removed entire limb","14-00854796","MD","CLOSED","2014-11-15T13:00:33.000","2014-11-12T17:01:00.000","21230",-76.6263895,39.2823572
"Dispatch Work Crew","2525  LOCH RAVEN RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-11T18:56:46.000","2014-11-12T18:56:46.000","BETTER WAVERLY","Removed entire limb","14-00851789","MD","CLOSED","2014-11-12T16:51:36.000","2014-11-12T16:51:00.000","21218",-76.6059833,39.3190552
"Dispatch Work Crew","2220  BROOKFIELD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-11T14:59:10.000","2014-11-12T14:59:10.000","RESERVOIR HILL","Removed entire limb","14-00851091","MD","CLOSED","2014-11-15T12:59:06.000","2014-11-15T12:58:00.000","21217",-76.633838,39.313324
"Dispatch Work Crew","1410 W LOMBARD ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-10T20:18:46.000","2014-11-11T20:18:46.000","UNION SQUARE","Removed entire limb","14-00849447","MD","CLOSED","2014-11-19T18:24:56.000","2014-11-19T18:24:00.000","21223",-76.639957,39.286771
"Dispatch Work Crew","3021 E FEDERAL ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-10T12:33:43.000","2014-11-11T12:33:43.000","BEREA","Removed entire limb","14-00847056","MD","CLOSED","2014-11-12T12:38:59.000","2014-11-12T12:38:00.000","21213",-76.574714,39.309007
"Dispatch Work Crew","5752  MAPLEHILL RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-10T00:14:28.000","2014-11-11T00:14:28.000","LOCH RAVEN","Removed entire limb","14-00846435","MD","CLOSED","2014-11-12T12:28:27.000","2014-11-12T12:27:00.000","21239",-76.576885,39.357534
"Dispatch Work Crew","1204  ASHBURTON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-08T18:33:39.000","2014-11-09T18:33:39.000","WINCHESTER","Removed entire limb","14-00845120","MD","CLOSED","2014-11-15T13:02:35.000","2014-11-15T13:02:00.000","21216",-76.6620569,39.3019985
"Dispatch Work Crew","S CARROLLTON AVE &W PRATT ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-08T16:30:33.000","2014-11-09T16:30:33.000","HOLLINS MARKET","No Cause For Action","14-00844828","MD","CLOSED","2014-11-15T12:50:16.000","2014-11-15T12:50:00.000","21223",-90.1180278,29.9580841
"Dispatch Work Crew","730 S WOLFE ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-08T13:05:11.000","2014-11-09T13:05:11.000","FELLS POINT","Removed entire limb","14-00844036","MD","CLOSED","2014-11-12T16:39:56.000","2014-11-12T16:39:00.000","21231",-76.5900148,39.2827564
"Dispatch Work Crew","1000 N FREMONT AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-08T13:04:56.000","2014-11-09T13:04:56.000","UPTON","Removed entire limb","14-00844033","MD","CLOSED","2014-11-12T12:36:39.000","2014-11-12T12:36:00.000","21217",-76.6351256,39.3002859
"Dispatch Work Crew","821  AISQUITH ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-07T19:29:09.000","2014-11-08T19:29:09.000","OLDTOWN","Removed entire limb","14-00842863","MD","CLOSED","2014-11-12T16:52:30.000","2014-11-12T16:52:00.000","21202",-76.601792,39.299783
"Dispatch Work Crew","W 39TH ST & TUDOR ARMS AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-07T17:51:25.000","2014-11-08T17:51:25.000","ROLAND PARK","Removed entire limb","14-00842413","MD","CLOSED","2014-11-12T12:38:09.000","2014-11-12T12:37:00.000","21211",-99.1017926,40.7139593
"Dispatch Work Crew","5700  GREENSPRING AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-07T15:41:43.000","2014-11-08T15:41:43.000","MOUNT WASHINGTON","Removed entire limb","14-00841818","MD","CLOSED","2014-11-12T13:03:51.000","2014-11-12T13:03:00.000","21209",-76.6672102,39.3612911
"Dispatch Work Crew","3900 W ROGERS AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-07T14:39:51.000","2014-11-08T14:39:51.000","WOODMERE","Removed entire limb","14-00841561","MD","CLOSED","2014-11-12T13:11:59.000","2014-11-12T13:11:00.000","21215",-76.687958,39.349557
"Dispatch Work Crew","3835  BROOKLYN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-06T19:21:52.000","2014-11-07T19:21:52.000","BROOKLYN","Removed entire limb","14-00839158","MD","CLOSED","2014-11-07T18:28:01.000","2014-11-07T18:27:00.000","21225",-76.601631,39.232976
"Dispatch Work Crew","2116  HARMAN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-06T12:28:13.000","2014-11-07T12:28:13.000","MORRELL PARK","Removed entire limb","14-00836873","MD","CLOSED","2014-11-15T13:01:59.000","2014-11-15T13:01:00.000","21230",-76.649462,39.264677
"Dispatch Work Crew","1000  WALNUT AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-06T12:17:11.000","2014-11-07T12:17:11.000","ROGNEL HEIGHTS","Removed entire limb","14-00836776","MD","CLOSED","2014-11-12T13:01:52.000","2014-11-12T13:01:00.000","21229",-76.69102,39.296045
"Dispatch Work Crew","3200  CLIPPER MILL RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-06T09:42:58.000","2014-11-07T09:42:58.000","JONES FALLS AREA","Removed entire limb","14-00836283","MD","CLOSED","2014-11-07T17:56:06.000","2014-11-07T17:55:00.000","21211",-76.6368134,39.3271792
"Dispatch Work Crew","3523  GELSTON DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-05T18:27:31.000","2014-11-06T18:27:31.000","GWYNNS FALLS/LEAKIN PARK","Removed entire limb","14-00835421","MD","CLOSED","2014-11-12T13:06:49.000","2014-11-12T13:06:00.000","21229",-76.6761644,39.297223
"Dispatch Work Crew","7005  PARK DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-05T13:42:20.000","2014-11-06T13:42:20.000","HARFORD-ECHODALE/PERRING PARKWAY","Removed entire limb","14-00833622","MD","CLOSED","2014-11-07T18:30:39.000","2014-11-07T18:30:00.000","21234",-76.554901,39.3698
"Dispatch Work Crew","5425  NELSON AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-05T12:50:32.000","2014-11-06T12:50:32.000","ARLINGTON","Removed entire limb","14-00833080","MD","CLOSED","2014-11-07T18:25:58.000","2014-11-07T18:25:00.000","21215",-76.6861797,39.3491849
"Dispatch Work Crew","3821  STOKES DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-04T12:29:58.000","2014-11-05T12:29:58.000","EDMONDSON VILLAGE","No Cause For Action","14-00829596","MD","CLOSED","2014-11-07T17:35:06.000","2014-11-07T17:34:00.000","21229",-76.681257,39.300203
"Dispatch Work Crew","2703  GUILFORD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T20:00:15.000","2014-11-04T20:00:15.000","HARWOOD","Removed entire limb","14-00828520","MD","CLOSED","2014-11-06T14:57:58.000","2014-11-06T14:57:00.000","21218",-76.612735,39.320967
"Dispatch Inspector","3931  BROOKLYN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T15:43:55.000","2014-11-04T15:43:55.000","BROOKLYN","Duplicate request","14-00827315","MD","CLOSED","2014-11-06T09:46:08.000","2014-11-06T09:45:00.000","21225",-76.602108,39.231757
"Dispatch Work Crew","3931  BROOKLYN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T15:43:44.000","2014-11-04T15:43:44.000","BROOKLYN","No Cause For Action","14-00827313","MD","CLOSED","2014-11-15T12:49:38.000","2014-11-15T12:49:00.000","21225",-76.602108,39.231757
"Dispatch Work Crew","1710 E PRATT ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T15:43:06.000","2014-11-04T15:43:06.000","UPPER FELLS POINT","Removed entire limb","14-00827302","MD","CLOSED","2014-11-07T18:34:47.000","2014-11-07T18:33:00.000","21231",-76.592965,39.289471
"Dispatch Work Crew","325 W CENTRE ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T15:40:27.000","2014-11-04T15:40:27.000","MOUNT VERNON","Removed entire limb","14-00827268","MD","CLOSED","2014-11-06T15:32:15.000","2014-11-06T15:32:00.000","21201",-76.6209698,39.296445
"Dispatch Work Crew","216 E BIDDLE ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T15:33:28.000","2014-11-04T15:33:28.000","MID-TOWN BELVEDERE","Removed entire limb","14-00827182","MD","CLOSED","2014-11-07T18:24:50.000","2014-11-07T18:24:00.000","21202",-76.612317,39.303803
"Dispatch Work Crew","4814  ARABIA AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T14:33:02.000","2014-11-04T14:33:02.000","WALTHERSON","Removed entire limb","14-00826823","MD","CLOSED","2014-11-07T17:57:12.000","2014-11-07T17:56:00.000","21214",-76.565094,39.344569
"Dispatch Work Crew","2811  ALLENDALE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-03T11:55:21.000","2014-11-04T11:55:21.000","GARWYN OAKS","Removed entire limb","14-00825464","MD","CLOSED","2014-11-07T17:24:25.000","2014-11-07T17:24:00.000","21216",-76.680398,39.319991
"Dispatch Work Crew","5011  CROSSWOOD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T23:53:31.000","2014-11-03T23:53:31.000","WALTHERSON","Removed entire limb","14-00825011","MD","CLOSED","2014-11-07T17:09:01.000","2014-11-07T17:00:00.000","21214",-76.558648,39.3424539
"Dispatch Work Crew","310 S BROADWAY","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T18:14:58.000","2014-11-03T18:14:58.000","FELLS POINT","Removed entire limb","14-00824678","MD","CLOSED","2014-11-07T15:15:58.000","2014-11-07T15:15:00.000","21231",-76.594009,39.287173
"Dispatch Work Crew","1727 E PRATT ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T18:01:56.000","2014-11-03T18:01:56.000","UPPER FELLS POINT","Removed entire limb","14-00824620","MD","CLOSED","2014-11-07T18:32:08.000","2014-11-07T18:31:00.000","21231",-76.5928565,39.2892404
"Dispatch Work Crew","NORTHWOOD CHINQUAPIN & CHINQUAPIN PKWY","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T17:21:17.000","2014-11-03T17:21:17.000","GLEN OAKS","Removed entire limb","14-00824469","MD","CLOSED","2014-11-12T12:59:36.000","2014-11-12T12:59:00.000","21239",-76.5971605,39.3620798
"Dispatch Work Crew","5000  GUNTHER AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T16:21:07.000","2014-11-03T16:21:07.000","FRANKFORD","Removed entire limb","14-00824372","MD","CLOSED","2014-11-07T16:06:52.000","2014-11-07T16:06:00.000","21206",-76.547884,39.328099
"Dispatch Inspector","1204  CEDARCROFT RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T16:04:14.000","2014-11-03T16:04:14.000","IDLEWOOD","Removed entire limb","14-00824352","MD","CLOSED","2014-11-05T17:48:20.000","2014-11-05T17:48:00.000","21239",-76.593132,39.369226
"Dispatch Work Crew","W BIDDLE ST & MARYLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T15:35:51.000","2014-11-03T15:35:51.000","MID-TOWN BELVEDERE","Removed entire limb","14-00824206","MD","CLOSED","2014-11-07T17:05:37.000","2014-11-07T17:02:00.000","21201",-76.6174086,39.3033813
"Dispatch Work Crew","3929  BROOKLYN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T15:10:08.000","2014-11-03T15:10:08.000","BROOKLYN","Removed entire limb","14-00824135","MD","CLOSED","2014-11-07T16:52:58.000","2014-11-07T16:52:00.000","21225",-76.602102,39.231807
"Dispatch Inspector","2908  MONTEBELLO TER","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T14:02:21.000","2014-11-03T14:02:21.000","LAURAVILLE","Removed entire limb","14-00824070","MD","CLOSED","2014-11-05T18:29:55.000","2014-11-05T18:29:00.000","21214",-76.573464,39.340992
"Dispatch Work Crew","3200  KESWICK RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T13:01:33.000","2014-11-03T13:01:33.000","HAMPDEN","Removed entire limb","14-00824009","MD","CLOSED","2014-11-06T15:37:39.000","2014-11-06T15:37:00.000","21211",-76.6279368,39.3258974
"Dispatch Work Crew","11 W BIDDLE ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T12:17:49.000","2014-11-03T12:17:49.000","MID-TOWN BELVEDERE","Removed entire limb","14-00823953","MD","CLOSED","2014-11-07T16:57:51.000","2014-11-07T16:57:00.000","21201",-76.6170618,39.3033795
"Dispatch Work Crew","4200  ELDERON AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T11:57:17.000","2014-11-03T11:57:17.000","WEST ARLINGTON","Removed entire limb","14-00823939","MD","CLOSED","2014-11-07T15:20:23.000","2014-11-07T15:19:00.000","21215",-76.689558,39.34204
"Dispatch Work Crew","E PRATT ST &S BROADWAY","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T11:51:26.000","2014-11-03T11:51:26.000","WASHINGTON HILL","Removed entire limb","14-00823930","MD","CLOSED","2014-11-07T15:14:45.000","2014-11-07T15:14:00.000","21231",-116.038808,36.145483
"Dispatch Work Crew","2317 N ELLAMONT ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T10:21:16.000","2014-11-03T10:21:16.000","WALBROOK","Removed entire limb","14-00823831","MD","CLOSED","2014-11-07T17:23:16.000","2014-11-07T17:22:00.000","21216",-76.670919,39.313815
"Dispatch Work Crew","7006  PARK DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-02T01:38:24.000","2014-11-03T02:38:24.000","HARFORD-ECHODALE/PERRING PARKWAY","Removed entire limb","14-00823476","MD","CLOSED","2014-11-03T12:55:59.000","2014-11-03T12:55:00.000","21234",-76.5553429,39.370063
"Dispatch Work Crew","2700  FLEET ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-11-01T23:53:37.000","2014-11-02T23:53:37.000","CANTON","Removed entire limb","14-00823406","MD","CLOSED","2014-11-07T15:22:53.000","2014-11-07T15:22:00.000","21224",-76.5785597,39.285178
"Dispatch Work Crew","430 N CLINTON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-31T19:15:43.000","2014-11-01T19:15:43.000","ELLWOOD PARK/MONUMENT","Removed entire limb","14-00820968","MD","CLOSED","2014-11-07T15:13:46.000","2014-11-07T15:10:00.000","21224",-76.5708209,39.2966152
"Dispatch Work Crew","3205  HUDSON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-31T17:07:10.000","2014-11-01T17:07:10.000","CANTON","Removed entire limb","14-00820516","MD","CLOSED","2014-11-06T14:59:26.000","2014-11-06T14:58:00.000","21224",-76.570688,39.28221
"Dispatch Work Crew","45 E HENRIETTA ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-30T16:43:56.000","2014-10-31T16:43:56.000","FEDERAL HILL","Removed entire limb","14-00816708","MD","CLOSED","2014-11-12T13:01:03.000","2014-11-12T13:00:00.000","21230",-76.6130988,39.2788555
"Dispatch Work Crew","HOMESTEAD ST & HOMEWOOD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-30T11:52:33.000","2014-10-31T11:52:33.000","COLDSTREAM HOMESTEAD MONTEBELLO","Removed entire limb","14-00815251","MD","CLOSED","2014-11-07T16:05:48.000","2014-11-07T16:05:00.000","21218",-103.1544432,44.0768907
"Dispatch Work Crew","7013  SURREY DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-29T13:40:56.000","2014-10-30T13:40:56.000","FALLSTAFF","Removed entire limb","14-00812878","MD","CLOSED","2014-11-07T16:02:53.000","2014-11-07T16:02:00.000","21215",-76.708103,39.363476
"Dispatch Work Crew","1408  WOODALL ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-29T12:14:41.000","2014-10-30T12:14:41.000","RIVERSIDE","Removed entire limb","14-00812395","MD","CLOSED","2014-11-12T12:34:47.000","2014-11-12T12:34:00.000","21230",-76.598476,39.272018
"Dispatch Work Crew","410  CALVIN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-28T18:35:19.000","2014-10-29T18:35:19.000","OAKENSHAWE","Removed entire limb","14-00811076","MD","CLOSED","2014-10-30T14:47:38.000","2014-10-30T14:47:00.000","21218",-76.6104796,39.3303687
"Dispatch Inspector","1611  PENTWOOD RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-27T19:26:08.000","2014-10-28T19:26:08.000","STONEWOOD-PENTWOOD-WINSTON","Fallen limb needs to be removed","14-00808093","MD","CLOSED","2014-11-12T12:56:52.000","2014-11-03T12:57:00.000","21239",-76.5870385,39.3475497
"Dispatch Work Crew","2326  MCCULLOH ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-27T19:16:47.000","2014-10-28T19:16:47.000","PENN NORTH","Duplicate request","14-00808042","MD","CLOSED","2014-10-30T13:41:51.000","2014-10-30T13:40:00.000","21217",-76.638164,39.31126
"Dispatch Work Crew","430 N CLINTON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-27T13:46:18.000","2014-10-28T13:46:18.000","ELLWOOD PARK/MONUMENT","No Cause For Action","14-00806306","MD","CLOSED","2014-10-29T16:01:12.000","2014-10-29T16:00:00.000","21224",-76.5708209,39.2966152
"Dispatch Work Crew","1729  WADSWORTH WAY","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-26T14:16:07.000","2014-10-27T14:16:07.000","LOCH RAVEN","Removed entire limb","14-00804636","MD","CLOSED","2014-10-29T16:16:31.000","2014-10-29T16:16:00.000","21239",-76.5797977,39.3600986
"Dispatch Work Crew","101 S TREMONT RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-25T23:12:07.000","2014-10-26T23:12:07.000","TREMONT","Removed entire limb","14-00804333","MD","CLOSED","2014-10-28T13:05:51.000","2014-10-28T13:05:00.000","21229",-76.694654,39.282737
"Dispatch Work Crew","5625  SAGRA RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-25T18:18:41.000","2014-10-26T18:18:41.000","WOODBOURNE HEIGHTS","Removed entire limb","14-00804043","MD","CLOSED","2014-10-29T16:29:55.000","2014-10-29T16:29:00.000","21239",-76.592291,39.3574849
NA,"4913  ROLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-24T19:17:33.000","2014-10-25T19:17:33.000","ROLAND PARK",NA,"14-00802644","MD","CLOSED","2014-10-24T19:59:31.000",NA,"21210",-76.633365,39.352879
"Dispatch Work Crew","3020  OAKFIELD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-24T15:53:57.000","2014-10-25T15:53:57.000","WEST FOREST PARK","Removed entire limb","14-00801998","MD","CLOSED","2014-11-15T12:51:53.000","2014-11-15T12:51:00.000","21216",-76.6853515,39.3212925
"Dispatch Work Crew","TAMARIND RD &W COLD SPRING LN","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-24T13:40:11.000","2014-10-25T13:40:11.000","COLDSPRING","Removed entire limb","14-00801487","MD","CLOSED","2014-10-24T14:52:49.000","2014-10-24T14:52:00.000","21209",-76.6535836,39.3458525
"Dispatch Work Crew","2933  HUDSON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-24T00:06:02.000","2014-10-25T00:06:02.000","CANTON","Removed entire limb","14-00800394","MD","CLOSED","2014-12-10T13:12:01.000","2014-12-10T13:10:00.000","21224",-76.574603,39.282052
"Dispatch Work Crew","532 S CURLEY ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T23:51:45.000","2014-10-24T23:51:45.000","CANTON","Removed entire limb","14-00800379","MD","CLOSED","2014-12-08T12:38:09.000","2014-12-08T12:37:00.000","21224",-76.5752279,39.2854209
NA,"5400  PERRING PKWY","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T22:08:18.000","2014-10-24T22:08:18.000","LOCH RAVEN",NA,"14-00800273","MD","CLOSED","2014-10-23T22:13:37.000",NA,"21239",-76.5758423,39.3548821
"Dispatch Work Crew","3612  CLARENELL RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T19:57:31.000","2014-10-24T19:57:31.000","VIOLETVILLE","Removed entire limb","14-00800024","MD","CLOSED","2014-10-30T13:59:48.000","2014-10-30T13:59:00.000","21229",-76.676329,39.26641
"Dispatch Work Crew","3803  BANCROFT RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T19:53:03.000","2014-10-24T19:53:03.000","GLEN","Removed entire limb","14-00800005","MD","CLOSED","2014-10-27T14:04:11.000","2014-10-27T14:03:00.000","21215",-76.699917,39.358176
"Dispatch Work Crew","5925  AYLESHIRE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T16:59:22.000","2014-10-24T16:59:22.000","LOCH RAVEN","Removed entire limb","14-00799288","MD","CLOSED","2014-10-27T13:52:36.000","2014-10-27T13:50:00.000","21239",-76.584423,39.36357
"Dispatch Work Crew","BELLEMORE RD & ROLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T16:08:15.000","2014-10-24T16:08:15.000","NORTH ROLAND PARK/POPLAR HILL","Removed entire limb","14-00799040","MD","CLOSED","2014-10-28T12:50:22.000","2014-10-28T12:49:00.000","21210",-76.6370065,39.3682974
"Dispatch Work Crew","5441  PRICE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T15:37:38.000","2014-10-24T15:37:38.000","WOODMERE","Removed entire limb","14-00798885","MD","CLOSED","2014-10-28T12:44:12.000","2014-10-28T12:43:00.000","21215",-76.687821,39.348641
"Dispatch Work Crew","4017  KATHLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T15:20:49.000","2014-10-24T15:20:49.000","CENTRAL FOREST PARK","Removed entire limb","14-00798816","MD","CLOSED","2014-10-27T13:16:12.000","2014-10-27T13:00:00.000","21207",-76.6884029,39.324864
"Dispatch Work Crew","5722  LEITH WALK","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T14:53:21.000","2014-10-24T14:53:21.000","RAMBLEWOOD","Removed entire limb","14-00798741","MD","CLOSED","2014-10-27T13:55:17.000","2014-10-27T13:54:00.000","21239",-76.591622,39.361977
"Dispatch Work Crew","3120  REISTERSTOWN RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T12:11:11.000","2014-10-24T12:11:11.000","LIBERTY SQUARE","Removed entire limb","14-00797840","MD","CLOSED","2014-10-30T14:20:12.000","2014-10-30T14:19:00.000","21215",-76.65655,39.3232519
"Dispatch Work Crew","718 N CARROLLTON AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T12:00:05.000","2014-10-24T12:00:05.000","HARLEM PARK","No Cause For Action","14-00797797","MD","CLOSED","2014-10-28T13:03:28.000","2014-10-28T13:03:00.000","21217",-76.637561,39.297301
"Dispatch Work Crew","3924  BOARMAN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-23T11:59:32.000","2014-10-24T11:59:32.000","CALLAWAY-GARRISON","Removed entire limb","14-00797787","MD","CLOSED","2014-10-28T12:55:17.000","2014-10-28T12:54:00.000","21215",-76.6824369,39.334523
"Dispatch Work Crew","6106  BLACKBURN LN","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-22T21:49:50.000","2014-10-23T21:49:50.000","CEDARCROFT","Removed entire limb","14-00796994","MD","CLOSED","2014-10-24T12:51:05.000","2014-10-24T12:49:00.000","21212",-76.614596,39.368689
"Dispatch Inspector","4855  MELBOURNE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-22T19:43:53.000","2014-10-23T19:43:53.000","BEECHFIELD","No Cause For Action","14-00796767","MD","CLOSED","2014-10-23T17:32:01.000","2014-10-23T17:30:00.000","21229",-76.6991649,39.272927
"Dispatch Work Crew","W NORTHERN PKWY & RAMP","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-22T12:42:30.000","2014-10-23T12:42:30.000","COLDSPRING","Removed entire limb","14-00795200","MD","CLOSED","2014-10-24T12:30:16.000","2014-10-24T12:29:00.000","21209",-76.6656161,39.3557104
"Dispatch Work Crew","4122  TOWNSEND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-21T17:57:05.000","2014-10-22T17:57:05.000","BROOKLYN","Removed entire limb","14-00793355","MD","CLOSED","2014-10-29T16:12:00.000","2014-10-29T16:11:00.000","21225",-76.603162,39.22882
"Dispatch Work Crew","200 E FORT AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-21T10:57:24.000","2014-10-22T10:57:24.000","RIVERSIDE","No Cause For Action","14-00791135","MD","CLOSED","2014-11-15T12:49:04.000","2014-11-15T12:48:00.000","21230",-76.6099097,39.2729551
"Dispatch Work Crew","1466  WILLIAM ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-20T22:59:33.000","2014-10-21T22:59:33.000","RIVERSIDE","Removed entire limb","14-00790855","MD","CLOSED","2014-10-21T18:25:22.000","2014-10-21T18:25:00.000","21230",-76.6102252,39.272962
"Dispatch Work Crew","2639  RAYNER AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-20T15:36:30.000","2014-10-21T15:36:30.000","MOSHER","Removed entire limb","14-00789211","MD","CLOSED","2014-10-21T18:26:45.000","2014-10-21T18:25:00.000","21216",-76.660602,39.296118
"Dispatch Work Crew","1182  CLEVELAND ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-20T15:34:58.000","2014-10-21T15:34:58.000","WASHINGTON VILLAGE","Removed entire limb","14-00789201","MD","DUPCLOSD","2014-10-24T12:15:34.000","2014-10-20T15:35:00.000","21230",-76.6323448,39.2806766
"Dispatch Work Crew","1182  CLEVELAND ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-10-20T15:34:54.000","2014-10-21T15:34:54.000","WASHINGTON VILLAGE","No Cause For Action","14-00789200","MD","CLOSED","2014-10-24T12:15:34.000","2014-10-24T12:15:00.000","21230",-76.6323448,39.2806766
