"lat","lon","address","description"
"39.2614050601","-76.6340292317","2800 MAISEL ST","Asslt-Sec Degree || Common Assault"
"39.2544316054","-76.6444862108","2600 WEGWORTH LN","Cds Poss W/Int To Dist || Hgv"
"39.2544316054","-76.6444862108","2600 WEGWORTH LN","Cds:P W/I Dist:Narc || Hgv"
"39.3129537527","-76.6642100159","2200 N DUKELAND ST","Asslt-First Degree || Agg  Assault"
"39.2722433356","-76.6461214011","2100 WASHINGTON BLVD","Asslt-Sec Degree || Common Assault"
"39.2290636032","-76.5901522535","1500 POPLAND ST","Asslt-Sec Degree || Common Assault"
"39.2913851509","-76.6413412002","1500 PENROSE AVE","Asslt-Sec Degree || Assault On Police"
"39.3059989876","-76.5813562339","1300 N LUZERNE AVE","Asslt-Sec Degree || Assault"
"39.3059989876","-76.5813562339","1300 N LUZERNE AVE","Asslt-Sec Degree || Assault"
"39.3059989876","-76.5813562339","1300 N LUZERNE AVE","Asslt-Sec Degree || Assault"
"39.3497591485","-76.6722830087","3000 SPAULDING AVE","Cds-Poss Of Firearms || Handgun Violation"
"39.3513288343","-76.6955009589","5900 REISTERSTOWN RD","Asslt-Sec Degree || Common Assault"
"39.3512613975","-76.5623894877","5400 HARFORD RD","Reg Firearm:Illegal Possession || Hgv"
"39.2949902326","-76.6219910695","500 JASPER ST","Robbery || Unarmed Robbery"
"39.2341115692","-76.6067482636","400 E JEFFREY ST","Asslt-First Degree || Agg. Assault"
"39.2341115692","-76.6067482636","400 E JEFFREY ST","Asslt-First Degree || Agg. Assault"
"39.2802885557","-76.5797171049","2600 BOSTON ST","Theft: Less $1,000 Value || Theft"
"39.2913120768","-76.6100972198","400 E LEXINGTON ST","Robbery || Robbery (Strong Arm)"
"39.3594490996","-76.7068249307","6800 REISTERSTOWN RD","Armed Robbery || Assault & Robbery"
"39.3594490996","-76.7068249307","6800 REISTERSTOWN RD","Robbery || Armed Robbery"
"39.3289905370","-76.6924128486","4400 MAINE AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2913120768","-76.6100972198","400 E LEXINGTON ST","Robbery || Robbery"
"39.2840960757","-76.6484099306","300 S PAYSON ST","Theft: Less $1,000 Value || Burglary"
"39.2806765878","-76.6510253898","2200 WILKENS AVE","Asslt-Sec Degree || Sec-Deg Assault"
"39.3069473265","-76.6454159016","1600 BRUCE CT","Burglary-Fourth Degree || Trespassing/ Burglary"
"39.3479113396","-76.5979267481","1200 ROSSITER AVE","Asslt-Sec Degree || Aggravated Assault"
"39.3012804684","-76.6026983304","1100 ABBOTT CT","Armed Robbery || Armed Robbery"
"39.3109953109","-76.6168490726","UNIT W NORTH AVE","Cds:Possess-Not Marihuana || Conceal Deadly Weapon"
"39.3472846005","-76.6755577813","5000 DENMORE AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3170959875","-76.5646108251","3800 LYNDALE AVE","Asslt-Sec Degree || Common Assault"
"39.2510706564","-76.6448660238","2100 W PATAPSCO AVE","Theft Less Than $100.00 || Theft"
"39.2884931690","-76.5936234357","200 S BROADWAY","Asslt-Sec Degree || Domestic Assault (Common)"
"39.3575059669","-76.5791341130","1900 CRESTVIEW RD","Asslt-Sec Degree || Common Assault"
"39.2815953601","-76.6342385547","1200 WASHINGTON BLVD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2925638822","-76.5627692646","UNIT S HAVEN ST","Armed Robbery || Armed Robbery"
"39.2925638822","-76.5627692646","UNIT S HAVEN ST","Armed Robbery || Armed Robbery"
"39.2851901091","-76.6468119668","1900 W PRATT ST","Asslt-Sec Degree || Common Assault"
"39.3576106514","-76.5421004771","6500 HILLTOP AVE","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.3576106514","-76.5421004771","6500 HILLTOP AVE","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.3505088714","-76.6811305206","5400 PARK HEIGHTS AVE","Asslt-First Degree || Agg Assault"
"39.3387659136","-76.5734211088","4300 HARFORD RD","Asslt-Sec Degree || Assault"
"39.2938466836","-76.6828155994","4000 EDMONDSON AVE","Asslt-Sec Degree || Assault"
"39.2311774710","-76.5916363037","3700 PASCAL AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2790840795","-76.6577471334","2600 SAINT BENEDICT ST","Asslt-Sec Degree || Second Degree Assault"
"39.2955449524","-76.6347611107","1000 EDMONDSON AVE","Asslt-Sec Degree || Assault"
"39.3401391504","-76.6341060783","4100 ROLAND AVE","Asslt-Sec Degree || Common Assault"
"39.2882321426","-76.6448083674","1700 W BALTIMORE ST","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.2882321426","-76.6448083674","1700 W BALTIMORE ST","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.2882321426","-76.6448083674","1700 W BALTIMORE ST","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.2915696972","-76.6210983902","200 N EUTAW ST","Asslt-Sec Degree || Common Assault"
"39.3106374815","-76.6612347508","2000 BRADDISH AVE","Asslt-First Degree || Assault"
"39.3148795679","-76.6095242107","2200 GREENMOUNT AVE","Asslt-Sec Degree || Assault 2Nd"
"39.3179298854","-76.5778725355","2500 BELAIR RD","Asslt-Sec Degree || Common Assault"
"39.2322609680","-76.6002552053","800 E JEFFREY ST","Asslt-Sec Degree || 2Nd Deg. Assault"
"39.3117010758","-76.6294101283","700 LENNOX ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2975792199","-76.5886748868","600 N CASTLE ST","Theft: Less $1,000 Value || Theft"
"39.2856220915","-76.5843328128","500 S PATTERSON PARK AVE","Asslt-Sec Degree || Domestic Assault"
"39.2971162959","-76.5793925113","500 N LAKEWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.3309568526","-76.6944691120","4600 LIBERTY HEIGHTS AVE","Theft: Less $1,000 Value || Theft"
"39.3437521120","-76.6939997955","4500 N ROGERS AVE","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2913120768","-76.6100972198","400 E LEXINGTON ST","Deadly Weapon-Conceal || Deadly Weapon"
"39.3167910528","-76.5953304749","2500 HARFORD RD","Burglary-Fourth Degree || Burglary 1St Degree"
"39.3100874521","-76.6742170256","2000 DENISON ST","Cds: Possession-Marihuana || Handgun Violation"
"39.3088727387","-76.6471941682","1800 MCKEAN AVE","Firearm Poss W/Fel Convict || Hgv"
"39.3213753841","-76.5933926158","1700 CARSWELL ST","Asslt-Sec Degree || Common Assault"
"39.3063749144","-76.5996827190","1400 N EDEN ST","Armed Robbery || Commercial Armed Robbery"
"39.3000709461","-76.6393453536","1300 MOSHER ST","Asslt-Sec Degree || Agg. Assault"
"39.3041118404","-76.5812489463","1100 N LUZERNE AVE","Armed Robbery || Robbery"
"39.2948856757","-76.6346404135","1000 BENNETT PL","Asslt-Sec Degree || Common Assault"
"39.2857986112","-76.6485600015","100 S PAYSON ST","Asslt-Sec Degree || Common Assault"
"39.2857986112","-76.6485600015","100 S PAYSON ST","Asslt-Sec Degree || Common Assault"
"39.3004776886","-76.5817234043","800 N ROSE ST","Asslt-Sec Degree || Assault"
"39.3292684952","-76.6993496901","5000 NORWOOD AVE","Armed Robbery || Attempted Armed Robbery"
"39.3272164318","-76.5488533847","4900 GOODNOW RD","Asslt-Sec Degree || Common Assault"
"39.2959787645","-76.5835698018","400 N MONTFORD AVE","Cds-Poss Of Firearms || Hgv"
"39.2918652887","-76.6824613187","400 N LOUDON AVE","Asslt-Sec Degree || 2Nd Assault"
"39.2324279291","-76.6041359281","3900 6TH ST","Asslt-Sec Degree || Assault Second Degree"
"39.3110852045","-76.6466094389","2000 N FULTON AVE","Cds:Possess-Not Marihuana || Assault On Police"
"39.2865939844","-76.6120382377","200 E PRATT ST","Theft: Less $1,000 Value || Theft"
"39.2894681015","-76.6464045766","1800 W FAYETTE ST","Asslt-First Degree || Agg Assault"
"39.2894681015","-76.6464045766","1800 W FAYETTE ST","Asslt-First Degree || Assault"
"39.3006183599","-76.6268843357","1100 DRUID HILL AVE","Reg Firearm:Illegal Possession || Hgv"
"39.2857109371","-76.6441201949","1700 LEMMON ST","Trespass-Posted Property || Burglary"
"39.2740805921","-76.6276929303","1500 RUSSELL ST","Asslt-Sec Degree || Common Assault"
"39.3119617603","-76.5992228788","1400 E NORTH AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3032511937","-76.5950926720","1000 N GAY ST","Mace/Chem Device-Int/Injure || Agg Assault"
"39.2990424378","-76.6049969677","900 E MADISON ST","Armed Robbery || Attempt Comm Armed Robbery"
"39.3583364769","-76.5378394146","3600 E NORTHERN PKWY","Asslt-Sec Degree || Common Assault"
"39.3035809100","-76.5861847850","2200 E CHASE ST","Burglary-4Th Degree-Store || B&E"
"39.3136604430","-76.5967196607","2000 N BROADWAY","Asslt-First Degree || Assault"
"39.3169110604","-76.6366330413","900 DRUID PARK LAKE DR","Asslt-Sec Degree || Common Assault"
"39.3303468594","-76.5664222663","3900 EIERMAN AVE","Asslt-Sec Degree || Common Assault"
"39.3535138933","-76.5400034045","3800 GLENMORE AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2770506863","-76.5669427721","3500 BOSTON ST","Theft: Less $1,000 Value || Theft"
"39.2915010166","-76.6197893169","300 W LEXINGTON ST","Asslt-Sec Degree || Assault And Robbery"
"39.2559340925","-76.6341026060","1700 CHERRY HILL RD","Asslt-Sec Degree || Aggravated Assault"
"39.3034424213","-76.6345776442","1600 PENNSYLVANIA AVE","Theft Less Than $100.00 || Assault"
"39.2911186087","-76.6307736401","800 W LEXINGTON ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3027014770","-76.5519591961","5300 SELFRIDGE AVE","Armed Robbery || Armed Robbery"
"39.3293060814","-76.5639495314","4400 BELAIR RD","Asslt-Sec Degree || Common Assault"
"39.3293060814","-76.5639495314","4400 BELAIR RD","Trespass: Private Property || Common Assault"
"39.3281420995","-76.5627022877","4200 NICHOLAS AVE","Asslt-Sec Degree || Agg. Assault"
"39.2876843159","-76.5581295613","400 S LEHIGH ST","Asslt-Sec Degree || Common Assault"
"39.2909381947","-76.5642088886","3900 MOUNT PLEASANT AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2333423375","-76.6016139352","3800 BROOKLYN AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2365759372","-76.6094456262","3700 2ND ST","Asslt-First Degree || 1St Degree Assault"
"39.2908640574","-76.5692256081","3400 MOUNT PLEASANT AVE","Asslt-Sec Degree || Domestic Assault"
"39.2943916652","-76.5833214028","2400 E FAYETTE ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3047069575","-76.6667785088","1500 BLOOMINGDALE RD","Handgun In Vehicle || Handgun Violation"
"39.3047069575","-76.6667785088","1500 BLOOMINGDALE RD","Handgun In Vehicle || Handgun Violation"
"39.3320649425","-76.6380039593","1300 W 37TH ST","Asslt-Sec Degree || Aggravated Assault"
"39.3144945123","-76.6108912235","400 E 22ND ST","Deadly Weapon-Conceal || Poss. Of Deadly Weapon"
"39.2903171858","-76.5666242303","3700 E PRATT ST","Asslt-Sec Degree || 2Nd Deg Assault"
"39.3245766872","-76.5751400730","3400 PARKLAWN AVE","Asslt-Sec Degree || Common Assault"
"39.2849972201","-76.6130909282","300 LIGHT ST","Theft: Less $1,000 Value || Theft"
"39.3117758339","-76.6518328312","2100 CLIFTON AVE","Asslt-Sec Degree || Common Assault"
"39.2991870805","-76.5999663574","1300 E MADISON ST","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.2857724758","-76.6450948995","100 S FULTON AVE","Asslt-Sec Degree || Common Assault"
"39.2281658655","-76.6020242753","4100 HAGUE AVE","Handgun In Vehicle || Hgv"
"39.2281658655","-76.6020242753","4100 HAGUE AVE","Handgun In Vehicle || Hgv"
"39.2488238664","-76.6398388524","3300 ANNAPOLIS RD","Asslt-Sec Degree || Common Assault"
"39.2929794458","-76.6211885580","300 N EUTAW ST","Deadly Weapon-Conceal || Concealed Deadly Weapon"
"39.2856098787","-76.6367517726","1200 W PRATT ST","Theft Less Than $100.00 || Theft"
"39.3121804169","-76.6170278960","UNIT W 20TH ST","Deadly Weapon-Int/Injure || Assault"
"39.2887880582","-76.6142250054","UNIT E REDWOOD ST","Asslt-Sec Degree || Common Assault"
"39.3396234761","-76.6013665656","900 ARGONNE DR","Burglary-4Th Degree-Store || Burglary"
"39.3602623118","-76.5501009604","3000 PINEWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.3297925682","-76.6325998635","3500 ROLAND AVE","Rifle/Shot-Poss W/Fel Conv || Handgun Violation"
"39.2862221361","-76.6461244530","1800 W LOMBARD ST","Asslt-Sec Degree || Common Assault"
"39.3067810721","-76.6434720668","1600 BAKER ST","Asslt-Sec Degree || Assault"
"39.2965871192","-76.6750068359","700 LINNARD ST","Asslt-Sec Degree || Aggravated Assault"
"39.3429305713","-76.5644305235","3200 SOUTHERN AVE","Asslt-Sec Degree || Common Assault"
"39.2873113737","-76.5935376670","300 S BROADWAY","Asslt-Sec Degree || Assault"
"39.3193417193","-76.6560687684","2500 LIBERTY HEIGHTS AVE","Reg Firearm:Illegal Possession || Handgun Violation"
"39.3099246913","-76.5948230265","1700 N BROADWAY","Asslt-Sec Degree || Aggravated Assault"
"39.2860442082","-76.6711003478","UNIT N ABINGTON AVE","Handgun On Person || Handgun Violation"
"39.3320170609","-76.5566689919","4800 MANNASOTA AVE","Asslt-Sec Degree || Common Assault"
"39.3290090079","-76.5644286127","4400 BELAIR RD","Asslt-Sec Degree || Common Assault"
"39.3386021673","-76.6677378676","4300 REISTERSTOWN RD","Asslt-Sec Degree || Assault 1St Degree"
"39.2885164859","-76.5390397670","400 IMLA ST","Asslt-Sec Degree || Asssault Sec Degree"
"39.2965309584","-76.5663526625","3700 PULASKI HWY","Cds-Poss Of Firearms || Handgun Violation"
"39.2913061620","-76.5706278645","3200 E LOMBARD ST","Asslt-Sec Degree || Common Assault"
"39.3404704690","-76.5825822297","1900 ARGONNE DR","Firearm Poss W/Fel Convict || Assault On Police"
"39.3054971445","-76.6524948730","1500 N SMALLWOOD ST","Handgun On Person || Handgun Violation"
"39.3015883821","-76.6006553980","1200 E EAGER ST","Asslt-Sec Degree || Assault"
"39.2896620209","-76.6097437571","UNIT CUSTOM HOUSE AVE","Asslt-Sec Degree || Assault"
"39.3333236034","-76.6103435298","400 SUFFOLK RD","Asslt-Sec Degree || Common Assault"
"39.3711506160","-76.5669615116","7000 MCCLEAN BLVD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2990564351","-76.6429878011","900 N GILMOR ST","Theft Less Than $100.00 || Theft"
"39.2998011897","-76.6487664930","1900 MOSHER ST","Asslt-Sec Degree || Common Assault"
"39.2394532060","-76.6023135252","500 ARSAN AVE","Alc. Bev./Intox:Endanger || Aggravated Assault"
"39.2394532060","-76.6023135252","500 ARSAN AVE","Deadly Weapon-Int/Injure || Agg. Assault"
"39.3470465287","-76.5347342719","4400 PARKMONT AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3257611824","-76.6024875855","3200 INDEPENDENCE ST","Asslt-Sec Degree || Second Degree Assault"
"39.2632435463","-76.6391970626","2500 MAISEL ST","Asslt-Sec Degree || Domestic Assault"
"39.3014750106","-76.6338345241","1500 ARGYLE AVE","Asslt-Sec Degree || Assault"
"39.2942105012","-76.7071675235","800 N CHAPELGATE LN","Asslt-Sec Degree || Common Assault"
"39.2813139242","-76.6354391959","1200 SARGEANT ST","Att-Burglary-4Th Deg-Store || Att-Burglary"
"39.2817049505","-76.5754762602","900 S LINWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.2813139242","-76.6354391959","1200 SARGEANT ST","Burglary-4Th Degree-Store || Burglary"
"39.3276041952","-76.6576878968","3400 PARK HEIGHTS AVE","Burglary-Fourth Degree || Burglary"
"39.2933879874","-76.6093682571","400 FALLSWAY","Reckless Endangerment || Assault"
"39.3121804169","-76.6170278960","UNIT W 20TH ST","Asslt-Sec Degree || Aggravated Assault"
"39.3171112494","-76.5644882986","3800 LYNDALE AVE","Hgv Use/Fel-Viol Crime || Assault"
"39.3073233947","-76.5799569138","1400 N LAKEWOOD AVE","Asslt-Sec Degree || Agg Assault"
"39.3356470327","-76.6562900972","3900 GREENSPRING AVE","Asslt-Sec Degree || Assault"
"39.3454449481","-76.5556329947","3600 FRANKFORD AVE","Burglary-4Th Degree-Store || Burglary 4Th Degree"
"39.2258273002","-76.5900867059","4400 FAIRHAVEN AVE","Asslt-Sec Degree || Assault Domestic"
"39.2295962590","-76.5914092422","3900 PASCAL AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3456003262","-76.6855844228","4000 HAYWARD AVE","Theft: Less $1,000 Value || Commercial Armed Robbery"
"39.2887723696","-76.6340079300","1000 W BALTIMORE ST","Firearm/Drug Traf Crime || Handgun Violation"
"39.3095450405","-76.6419237500","2400 PENNSYLVANIA AVE","Con-Robbery || Unarmed Robbery"
"39.3246391661","-76.5926752369","1600 E 29TH ST","Asslt-Sec Degree || Assault"
"39.3230792700","-76.6096949810","400 ILCHESTER","Asslt-Sec Degree || Assault"
"39.2928129536","-76.6805356461","500 LYNDHURST ST","Handgun On Person || Hgv"
"39.3280525058","-76.5626865889","4200 NICHOLAS AVE","Asslt-Sec Degree || Common Assault"
"39.2888957178","-76.6127822133","100 E REDWOOD ST","Asslt-Sec Degree || Assault"
"39.3254260457","-76.5874722454","2000 E 30TH ST","Cds-Poss Of Firearms || Handgun Violation"
"39.2237996570","-76.5877769745","1600 CYPRESS ST","Alc. Bev./Intox:Endanger || Agg. Assault"
"39.2842305304","-76.5935801643","600 S BROADWAY","Asslt-Sec Degree || Common Assault"
"39.2843599485","-76.5944278387","600 S BETHEL ST","Asslt-Sec Degree || Aggravated Assault"
"39.3478977614","-76.5768891619","2200 SOUTHERN AVE","Asslt-Sec Degree || Common Assault"
"39.3693532422","-76.6924440729","3000 FALLSTAFF RD","Deadly Weapon-Int/Injure || Assault"
"39.2926915372","-76.5755402604","UNIT N CURLEY ST","Burglary-First Degree || Burglary"
"39.2962084589","-76.5705466779","400 N CLINTON ST","Asslt-First Degree || Agg. Assault"
"39.3336209840","-76.5325344549","5500 WHITBY RD","Asslt-First Degree || Agg. Assault By Shooting"
"39.3138330993","-76.6273081715","2100 MOUNT ROYAL TER","Burglary-Fourth Degree || B&E"
"39.2887041134","-76.6367046216","UNIT N CARROLLTON AVE","Robbery || Conspiracy- Assault And Robber"
"39.3495672478","-76.6747523068","3100 W BELVEDERE AVE","Asslt-Sec Degree || Assault"
"39.3010286338","-76.5910864649","900 N WOLFE ST","Armed Robbery || Armed Robbery"
"39.2852958063","-76.6445463826","1700 W PRATT ST","Asslt-Sec Degree || Common Assault"
"39.3014185695","-76.6062361224","800 E EAGER ST","Asslt-Sec Degree || Common Assault"
"39.3010286338","-76.5910864649","900 N WOLFE ST","Armed Robbery || Armed Robbery"
"39.2723962081","-76.5351878719","6500 HOLABIRD AVE","Cds:P W/I Dist:Narc || Handgun Violation"
"39.2770506863","-76.5669427721","3500 BOSTON ST","Theft-Scheme:1K To Under 10K || Theft"
"39.3048555085","-76.5792274203","2700 E BIDDLE ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.3219763846","-76.5982902296","2700 KIRK AVE","Cds: Possession-Marihuana || Hgv"
"39.3219763846","-76.5982902296","2700 KIRK AVE","Firearm Poss W/Fel Convict || Hgv"
"39.3053401483","-76.6348277405","1800 DIVISION ST","Asslt-Sec Degree || Agg Assault"
"39.2971124435","-76.5729205069","3100 JEFFERSON ST","Cds-Poss Of Firearms || Handgun Violation"
"39.2974705307","-76.6673443959","900 N FRANKLINTOWN RD","Firearm Poss W/Fel Convict || Handgun Violation"
"39.2836719353","-76.6880689024","100 DIENER PL","Asslt-Sec Degree || Assault"
"39.3235124935","-76.5680574306","3100 CHESTERFIELD AVE","Asslt-Sec Degree || Common Assault"
"39.2877774834","-76.6135459275","100 E LOMBARD ST","Asslt-Sec Degree || Assault/Robbery"
"39.2877774834","-76.6135459275","100 E LOMBARD ST","Asslt-Sec Degree || Assault/Robbery"
"39.2780688262","-76.6144804042","1000 S CHARLES ST","Theft Less Than $100.00 || Theft"
"39.3152325490","-76.6792808946","2400 ELSINORE AVE","Asslt-Sec Degree || Assault - Sec Deg."
"39.2971546803","-76.5836433316","500 N MONTFORD AVE","Burglary-First Degree || Burglary"
"39.2882881069","-76.6236681252","UNIT S GREENE ST","Trespass: Private Property || Assault"
"39.2346264640","-76.6031273836","3700 6TH ST","Asslt-Sec Degree || Common Assault"
"39.3192761487","-76.5927562455","2600 HARFORD RD","Handgun In Vehicle || Handgun Violation"
"39.2324132214","-76.6023973076","3900 BROOKLYN AVE","Asslt-Sec Degree || Common Assault"
"39.2841566824","-76.6467411024","300 S MONROE ST","Deadly Weapon-Int/Injure || Agg Assault"
"39.2870947910","-76.5555531639","4800 EASTERN AVE","Att- Theft: $1K To Under $10K || Theft"
"39.2952236723","-76.6460659831","1800 EDMONDSON AVE","Firearm/Drug Traf Crime || Hgv"
"39.2895091174","-76.6911351751","4400 OLD FREDERICK RD","Theft Less Than $100.00 || Theft"
"39.2949912794","-76.6325536551","900 BENNETT PL","Asslt-Sec Degree || Aggravated Assault"
"39.2888481085","-76.6452797416","UNIT N FULTON AVE","Reg Firearm:Illegal Possession || Handgun Violation"
"39.3211010118","-76.5730569962","3100 ERDMAN AVE","Asslt-Sec Degree || Sec Degree Assault"
"39.2955260848","-76.6473717203","600 N MONROE ST","Theft: Less $1,000 Value || Theft"
"39.3085508180","-76.6610599576","1800 BRADDISH AVE","Att 1St Deg. Murder || Agg. Assault"
"39.3197671506","-76.6543933712","2300 TIOGA PKWY","Armed Carjacking || Armed Robbery"
"39.3190582586","-76.6092740378","500 E 26TH ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.3326019606","-76.5624161176","4100 MORAVIA RD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3112526565","-76.6466186705","2000 N FULTON AVE","Asslt-Sec Degree || Agg Assault"
"39.2802369303","-76.6584294748","2600 LEHMAN ST","Asslt-Sec Degree || Common Assault"
"39.2300319716","-76.5980365749","4100 10TH ST","Handgun In Vehicle || Hgv"
"39.2300319716","-76.5980365749","4100 10TH ST","Handgun In Vehicle || Handgun Violation"
"39.3255893393","-76.6767334050","3600 LIBERTY HEIGHTS AVE","Asslt-Sec Degree || Common Assault"
"39.2779982851","-76.6289788722","800 W OSTEND ST","Asslt-First Degree || Assault 1St Degree"
"39.2906351190","-76.6023154525","1000 E BALTIMORE ST","Asslt-First Degree || Agg. Assault"
"39.3271574467","-76.5595951980","4400 FRANCONIA DR","False Imprisonment || Aggravated Assault"
"39.3189203194","-76.5612625884","3600 DUDLEY AVE","Asslt-Sec Degree || Common Assault"
"39.3450545978","-76.5385115528","5900 GREENHILL AVE","Burglary-4Th Degree-Store || Burglary"
"39.2966753734","-76.6114397395","600 GUILFORD AVE","Asslt-Sec Degree || Assault"
"39.2927067752","-76.6285765738","700 W SARATOGA ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2986641051","-76.5909344951","700 N WOLFE ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2897590702","-76.6101536574","400 E BALTIMORE ST","Asslt-First Degree || Aggravated Assault"
"39.2897590702","-76.6101536574","400 E BALTIMORE ST","Asslt-Sec Degree || Assault  On Ploice/ 2Nd Deg."
"39.3227706461","-76.5897587836","2700 FENWICK AVE","Asslt-Sec Degree || Common Assault"
"39.3052028980","-76.6682080607","3000 BRIGHTON ST","Asslt-Sec Degree || Domestic Common Assault"
"39.3227706461","-76.5897587836","2700 FENWICK AVE","Deadly Weapon-Int/Injure || Agg Assault"
"39.3152743021","-76.6721325406","3200 MONDAWMIN AVE","Asslt-Sec Degree || Domestic Assault"
"39.3152743021","-76.6721325406","3200 MONDAWMIN AVE","Asslt-Sec Degree || Domestic Assault"
"39.3241550919","-76.5689345713","3000 CHESTERFIELD AVE","Asslt-Sec Degree || Agg Assault"
"39.2926657150","-76.6632066995","2800 W MULBERRY ST","Asslt-Sec Degree || Assault By Threat"
"39.2809664207","-76.6496640892","2100 WILKENS AVE","Asslt-Sec Degree || Common Assault"
"39.2851534520","-76.6421567250","200 S GILMOR ST","Att - Theft: Less $1,000 Value || Armed Robbery"
"39.2905881166","-76.6032874085","UNIT N EXETER ST","Theft: Less $1,000 Value || Theft"
"39.2879966592","-76.5973211937","200 BALLOU CT","Att-Burglary-Fourth Degree || Attempt Burglary"
"39.2727346822","-76.5305515295","6700 BRENTWOOD AVE","Asslt-First Degree || Armed Robbery"
"39.3600823746","-76.5547075575","6300 HARFORD RD","Asslt-Sec Degree || Common Assault"
"39.3165371653","-76.5432445488","6000 AMBERWOOD RD","Asslt-Sec Degree || Common Assault"
"39.3165371653","-76.5432445488","6000 AMBERWOOD RD","Asslt-Sec Degree || Common Assault"
"39.3461936390","-76.6771442783","5000 ELMER AVE","Asslt-Sec Degree || Common Assault"
"39.3402326398","-76.6728127798","3500 VIRGINIA AVE","Asslt-Sec Degree || Common Assault"
"39.3402326398","-76.6728127798","3500 VIRGINIA AVE","Dis.Erly Conduct || Assault 2Nd Degree"
"39.2931162691","-76.5683099092","3500 NOBLE ST","Asslt-Sec Degree || Assault"
"39.2545445270","-76.6526337615","3100 JANICE AVE","Att - Theft: Less $1,000 Value || Theft"
"39.3151028807","-76.6111407076","2200 BARCLAY ST","Armed Robbery || Armed Robbery"
"39.3703849822","-76.6019354904","900 WOODSON RD","Asslt-Sec Degree || Common Assault"
"39.2970315790","-76.6018771804","600 AISQUITH ST","Firearm Poss W/Fel Convict || Hgv"
"39.2976574451","-76.5750885561","500 N POTOMAC ST","Asslt-First Degree || Aggravated Assault"
"39.2953888694","-76.6127665663","500 N CALVERT ST","Asslt-Sec Degree || Aggravated Assault"
"39.3439642894","-76.6824731734","4000 W BELVEDERE AVE","Asslt-Sec Degree || Assault"
"39.3172629782","-76.6752079407","3400 ALTO RD","Firearm/Drug Traf Crime || Aggravated Assault By Point"
"39.2529413411","-76.6523304265","2600 W PATAPSCO AVE","Asslt-Sec Degree || Common Assault"
"39.2988707063","-76.5822449744","2500 E MONUMENT ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3435858446","-76.6522505270","2200 W COLD SPRING LN","Asslt-First Degree || Agg. Assault"
"39.3158107112","-76.5947445903","1600 NORMAL AVE","Asslt-Sec Degree || Common Assault"
"39.2318299562","-76.5923205403","1300 E PONTIAC AVE","Asslt-Sec Degree || Agg Assault"
"39.2348692875","-76.5975623104","900 E PATAPSCO AVE","Asslt-Sec Degree || Common Assault"
"39.2753079151","-76.6907943145","700 BETHNAL RD","Asslt-Sec Degree || Common Assault"
"39.3227683646","-76.5927389766","2700 THE ALAMEDA","Asslt-Sec Degree || Common Assault"
"39.3187500792","-76.5978899289","2500 ROBB ST","Asslt-Sec Degree || Common Assault"
"39.3555275778","-76.6018441955","5500 MIDWOOD AVE","Armed Robbery || Armed Robbery"
"39.3476957654","-76.6760673408","5100 DENMORE AVE","Asslt-Sec Degree || Common Assault"
"39.3400033457","-76.5474756904","4200 BERGER AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3070291923","-76.6339985310","400 ROBERT ST","Asslt-First Degree || Aggravated Assault"
"39.3005134255","-76.6248076645","400 OXFORD CT","Deadly Weapon-Int/Injure || Armed Robbery"
"39.3287820395","-76.6279083640","3400 KESWICK RD","Asslt-Sec Degree || Aggravated Assault"
"39.3137796690","-76.6313477067","2300 CALLOW AVE","Asslt-Sec Degree || Common Assault"
"39.3073560370","-76.6657142044","1700 POPLAR GROVE ST","Asslt-Sec Degree || Common Assault"
